Player,Season,Age,Tm,Lg,TRB%,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Position,ID
Kyrie Irving,2016-17,24,CLE,NBA,5.0,72,72,2525,23.0,.311,.231,2.3,7.5,29.7,1.6,0.8,10.3,30.8,116,112,7.4,1.5,8.9,.170,4.8,-2.3,2.5,2.9,Guard,irvinky01
Tyus Jones,2016-17,20,MIN,NBA,5.0,60,0,774,13.8,.403,.238,1.5,8.7,28.0,3.1,0.6,16.0,13.6,114,111,1.0,0.6,1.5,.095,-0.4,-1.5,-1.9,0.0,Guard,jonesty01
Wayne Ellington,2016-17,29,MIA,NBA,4.9,62,13,1500,12.7,.710,.077,1.3,8.6,7.1,1.2,0.2,5.0,17.9,114,111,2.1,1.2,3.3,.106,1.8,-1.9,-0.2,0.7,Guard,ellinwa01
Troy Daniels,2016-17,25,MEM,NBA,4.8,67,3,1183,10.4,.717,.109,2.0,7.9,6.6,0.9,0.2,8.0,21.7,104,112,0.5,0.8,1.3,.051,0.3,-3.5,-3.2,-0.3,Guard,danietr01
C.J. Watson,2016-17,32,ORL,NBA,4.8,62,9,1012,9.3,.423,.266,1.7,8.1,16.3,2.1,0.2,14.5,14.1,103,112,0.2,0.6,0.9,.041,-2.5,-1.1,-3.6,-0.4,Guard,watsocj01
Nick Young,2016-17,31,LAL,NBA,4.8,60,60,1556,14.1,.665,.142,1.7,8.2,5.8,1.2,0.7,5.1,19.5,118,116,3.0,0.2,3.2,.098,2.6,-3.4,-0.7,0.5,Guard,youngni01
Eric Gordon,2016-17,28,HOU,NBA,4.7,75,15,2323,13.2,.651,.172,1.4,8.1,12.3,1.0,1.4,10.0,22.1,109,113,2.5,1.4,3.8,.079,1.0,-2.4,-1.4,0.4,Guard,gordoer01
Arron Afflalo,2016-17,31,SAC,NBA,4.6,61,45,1580,9.0,.360,.221,0.7,8.4,7.4,0.7,0.4,8.4,14.4,109,116,1.2,0.2,1.4,.043,-1.4,-2.0,-3.5,-0.6,Guard,afflaar01
Patty Mills,2016-17,28,SAS,NBA,4.6,80,8,1754,15.2,.572,.129,1.6,7.4,24.3,1.9,0.1,13.3,19.5,114,107,2.8,2.2,5.1,.139,2.5,-1.2,1.3,1.5,Guard,millspa02
Tyler Ulis,2016-17,21,PHO,NBA,4.6,61,15,1123,13.0,.181,.162,1.9,7.5,30.5,2.0,0.4,14.1,20.3,102,114,0.3,0.4,0.7,.029,-1.4,-2.5,-4.0,-0.6,Guard,ulisty01
Alex Abrines,2016-17,23,OKC,NBA,4.5,68,6,1055,10.1,.724,.144,1.9,7.1,5.5,1.7,0.6,8.3,15.9,113,110,1.2,0.9,2.1,.095,-0.3,-2.2,-2.5,-0.1,Guard,abrinal01
Jason Terry,2016-17,39,MIL,NBA,4.5,74,0,1365,9.0,.704,.119,1.3,7.7,9.9,1.7,1.3,12.3,9.8,116,112,1.2,0.9,2.1,.075,-0.5,-0.6,-1.1,0.3,Guard,terryja01
Matthew Dellavedova,2016-17,26,MIL,NBA,4.4,76,54,1986,9.4,.404,.180,1.4,7.3,25.7,1.4,0.0,18.8,16.3,102,114,0.3,0.9,1.2,.029,-1.9,-2.8,-4.7,-1.3,Guard,dellama01
E'Twaun Moore,2016-17,27,NOP,NBA,4.4,73,22,1820,12.1,.336,.120,2.0,6.9,13.8,1.3,1.4,8.7,17.4,107,111,1.2,1.5,2.7,.070,-0.8,-0.5,-1.3,0.3,Guard,mooreet01
Austin Rivers,2016-17,24,LAC,NBA,4.4,74,29,2054,11.4,.409,.261,1.1,7.5,15.0,1.2,0.4,12.4,20.3,105,112,1.2,1.3,2.5,.059,-0.1,-1.5,-1.6,0.2,Guard,riverau01
Isaiah Thomas,2016-17,27,BOS,NBA,4.4,76,76,2569,26.5,.439,.441,1.9,7.0,32.5,1.3,0.4,10.7,34.0,122,112,10.9,1.6,12.5,.234,8.7,-3.4,5.3,4.8,Guard,thomais02
Aaron Brooks,2016-17,32,IND,NBA,4.3,65,0,894,9.5,.427,.133,2.3,6.3,20.7,1.4,0.9,17.2,19.2,98,113,-0.2,0.5,0.3,.016,-2.1,-2.5,-4.6,-0.6,Guard,brookaa01
Darren Collison,2016-17,29,SAC,NBA,4.3,68,64,2063,15.3,.245,.239,1.3,7.2,24.5,1.6,0.4,12.6,19.8,113,114,3.1,0.8,3.9,.091,0.8,-2.3,-1.5,0.3,Guard,collida01
J.J. Redick,2016-17,32,LAC,NBA,4.3,78,78,2198,14.8,.526,.227,0.6,7.9,7.8,1.3,0.5,9.1,21.9,113,112,3.3,1.5,4.8,.105,2.0,-2.0,0.0,1.1,Guard,redicjj01
D.J. Augustin,2016-17,29,ORL,NBA,4.1,78,20,1538,11.0,.530,.311,1.0,7.4,20.5,1.0,0.1,13.3,19.4,104,115,0.7,0.5,1.2,.038,-0.9,-3.3,-4.2,-0.9,Guard,augusdj01
Tony Parker,2016-17,34,SAS,NBA,4.0,63,63,1587,13.0,.121,.206,0.7,7.3,27.8,1.1,0.1,12.5,20.2,107,109,1.4,1.7,3.0,.091,-1.2,-1.7,-3.0,-0.4,Guard,parketo01
Jamal Crawford,2016-17,36,LAC,NBA,3.3,82,1,2157,12.0,.371,.234,0.9,5.7,15.1,1.4,0.5,12.3,22.7,102,112,0.5,1.4,1.9,.042,-1.0,-2.1,-3.0,-0.6,Guard,crawfja01
Buck Williams,1982-83,22,NJN,NBA,19.6,82,82,2961,18.6,.004,.573,14.1,25.0,5.9,1.4,2.2,17.7,18.4,112,97,5.5,5.9,11.4,.185,1.4,1.9,3.3,3.9,Forward,willibu01
Cliff Robinson,1982-83,22,CLE,NBA,18.7,77,75,2601,17.5,.004,.245,8.1,29.9,9.3,1.2,1.3,14.1,25.6,99,103,1.2,3.2,4.4,.081,-1.3,0.1,-1.2,0.5,Forward,robincl01
Dave Greenwood,1982-83,25,CHI,NBA,17.4,79,61,2355,13.0,.006,.340,9.9,24.9,8.5,1.0,2.0,16.3,15.5,102,105,1.3,2.3,3.6,.073,-1.7,1.0,-0.7,0.8,Forward,greenda01
Maurice Lucas,1982-83,30,PHO,NBA,17.1,77,71,2586,16.1,.003,.341,9.0,24.5,11.9,1.0,0.9,15.5,22.5,103,99,2.4,4.7,7.1,.132,-0.6,1.0,0.4,1.6,Forward,lucasma01
Clark Kellogg,1982-83,21,IND,NBA,16.8,81,81,2761,20.3,.013,.248,12.6,21.3,11.7,2.4,0.9,12.1,25.5,107,106,4.4,2.4,6.8,.119,2.2,-0.2,2.0,2.8,Forward,kellocl01
Terry Cummings,1982-83,21,SDC,NBA,16.7,70,69,2531,22.8,.001,.315,12.6,21.6,10.9,2.4,1.4,12.0,26.0,113,106,6.5,2.2,8.7,.164,3.8,-0.3,3.5,3.5,Forward,cummite01
Dan Roundfield,1982-83,29,ATL,NBA,16.6,77,76,2811,18.8,.023,.377,9.8,23.4,12.4,1.0,2.3,15.0,24.2,103,100,2.9,4.5,7.4,.127,0.7,1.7,2.4,3.1,Forward,roundda01
Kurt Rambis,1982-83,24,LAL,NBA,16.3,78,77,1806,14.1,.005,.402,10.5,21.5,5.7,2.7,1.9,23.0,13.8,106,101,1.6,2.8,4.3,.116,-0.3,2.0,1.8,1.7,Forward,rambiku01
Ed Nealy,1982-83,22,KCK,NBA,16.0,82,61,1643,11.6,.000,.462,11.2,20.7,4.4,1.9,0.4,14.6,8.1,125,103,2.6,2.1,4.7,.137,0.2,1.4,1.5,1.5,Forward,nealyed01
Truck Robinson,1982-83,31,NYK,NBA,15.9,81,76,2426,10.7,.000,.285,9.5,22.4,8.6,1.2,0.6,19.3,17.3,93,99,-1.0,4.2,3.3,.065,-2.6,2.1,-0.5,0.9,Forward,robintr01
Larry Bird,1982-83,26,BOS,NBA,15.7,79,79,2982,24.1,.052,.282,7.0,24.2,22.4,2.3,1.3,12.6,25.0,115,98,8.4,5.6,14.0,.225,4.7,2.9,7.6,7.2,Forward,birdla01
Pat Cummings,1982-83,26,DAL,NBA,15.5,81,71,2317,14.6,.001,.223,10.3,21.0,8.4,1.1,0.8,14.4,19.2,106,108,2.5,1.5,4.0,.084,0.0,-0.7,-0.7,0.8,Forward,cummipa01
Bill Garnett,1982-83,22,DAL,NBA,15.5,75,13,1411,15.0,.009,.545,10.6,20.6,9.0,1.6,2.7,17.0,13.4,117,106,2.6,1.3,3.9,.133,0.6,1.4,2.1,1.5,Forward,garnebi02
James Bailey,1982-83,25,TOT,NBA,14.4,75,39,1765,15.6,.001,.416,9.8,19.6,6.0,1.1,1.9,17.6,25.2,99,106,0.6,1.4,2.0,.055,-1.7,-1.5,-3.1,-0.5,Forward,baileja01
Earl Cureton,1982-83,25,PHI,NBA,14.4,73,3,987,8.1,.000,.260,9.4,19.0,5.5,1.8,1.3,20.9,14.6,87,99,-0.9,1.7,0.8,.041,-3.9,1.5,-2.4,-0.1,Forward,curetea01
Dwight Jones,1982-83,30,TOT,NBA,14.4,81,2,1164,9.2,.003,.378,7.9,20.6,6.7,1.2,1.0,21.0,16.1,93,106,-0.4,1.1,0.6,.027,-3.9,-0.6,-4.4,-0.7,Forward,jonesdw01
Elvin Hayes,1982-83,37,HOU,NBA,14.3,81,43,2302,14.7,.004,.322,8.7,20.7,10.4,1.0,2.0,16.4,21.1,98,107,0.6,1.8,2.4,.050,-1.5,0.2,-1.3,0.4,Forward,hayesel01
Edgar Jones,1982-83,26,TOT,NBA,14.3,77,28,1658,13.9,.019,.597,8.7,19.9,6.9,1.2,3.5,19.4,17.7,104,103,1.4,2.0,3.4,.098,-1.8,0.8,-1.0,0.4,Forward,jonesed01
Greg Kelser,1982-83,25,SEA,NBA,14.3,80,9,1507,14.7,.007,.571,11.7,16.6,8.6,1.6,1.2,20.9,18.9,106,102,1.7,2.1,3.9,.123,0.0,0.8,0.8,1.1,Forward,kelsegr01
Kenny Carr,1982-83,27,POR,NBA,14.2,82,26,2331,13.7,.008,.510,8.7,19.7,6.9,1.3,1.0,17.4,18.5,105,103,2.3,2.8,5.1,.106,-0.7,0.3,-0.4,0.9,Forward,carrke01
Jeff Cook,1982-83,26,TOT,NBA,14.1,75,22,1333,11.3,.010,.342,10.1,18.2,10.1,1.4,1.3,23.1,14.1,100,103,0.5,1.7,2.2,.078,-1.9,1.5,-0.5,0.5,Forward,cookje01
Sam Williams,1982-83,23,GSW,NBA,13.9,75,28,1533,15.6,.002,.357,10.5,17.5,3.9,2.1,3.2,15.4,16.8,109,104,2.0,1.7,3.7,.117,-0.5,0.6,0.1,0.8,Forward,willisa02
Phil Hubbard,1982-83,26,CLE,NBA,13.7,82,38,1953,13.9,.003,.496,12.6,14.9,6.7,2.2,0.2,17.8,19.0,103,106,1.6,1.8,3.4,.084,-0.1,0.0,-0.1,0.9,Forward,hubbaph01
Glen Gondrezick,1982-83,27,DEN,NBA,13.5,76,2,1130,13.5,.010,.388,9.6,17.3,10.0,3.0,0.4,12.5,12.9,112,105,1.5,1.1,2.5,.108,0.2,0.8,1.0,0.9,Forward,gondrgl01
Larry Nance,1982-83,23,PHO,NBA,13.5,82,82,2914,18.7,.003,.268,9.5,17.1,9.7,1.6,4.2,13.7,19.4,111,98,4.8,5.6,10.5,.172,1.4,3.3,4.6,4.9,Forward,nancela01
Mickey Johnson,1982-83,30,TOT,NBA,13.3,78,16,2053,15.8,.039,.413,8.7,18.0,17.5,1.8,1.3,17.9,25.5,100,102,1.2,2.9,4.1,.095,-0.4,0.7,0.4,1.2,Forward,johnsmi01
George Johnson,1982-83,26,IND,NBA,12.8,82,64,2297,12.7,.044,.200,7.9,18.2,12.7,1.5,1.3,20.6,20.1,95,108,-0.4,1.4,1.0,.021,-1.6,-0.1,-1.7,0.2,Forward,johnsge03
Kevin McHale,1982-83,25,BOS,NBA,12.7,82,13,2345,17.6,.001,.301,9.9,15.4,6.1,0.7,4.5,13.6,19.6,111,102,4.1,3.4,7.5,.154,0.7,1.4,2.0,2.4,Forward,mchalke01
Gene Banks,1982-83,23,SAS,NBA,12.3,81,81,2722,16.7,.005,.303,9.2,15.1,13.7,1.3,0.4,14.1,17.7,116,107,5.9,2.0,7.9,.140,2.8,0.4,3.2,3.6,Forward,banksge01
Richard Anderson,1982-83,22,SDC,NBA,12.2,78,5,1274,10.4,.044,.160,9.2,15.6,12.1,2.1,1.2,16.8,16.9,94,108,-0.3,0.8,0.5,.017,-2.4,-0.2,-2.6,-0.2,Forward,anderri01
Michael Brooks,1982-83,24,SDC,NBA,12.1,82,26,2457,15.2,.018,.334,10.3,14.2,14.2,2.1,0.9,15.7,17.9,108,109,3.4,1.3,4.7,.091,1.4,0.2,1.5,2.2,Forward,brookmi01
Calvin Natt,1982-83,26,POR,NBA,11.7,80,80,2879,19.0,.017,.361,8.3,15.1,9.1,1.0,0.6,12.9,22.3,115,106,7.1,2.7,9.8,.164,2.7,-0.7,2.1,3.0,Forward,nattca01
Jay Vincent,1982-83,23,DAL,NBA,11.7,81,73,2726,17.1,.002,.270,8.4,15.1,11.1,1.2,0.9,11.7,23.4,109,109,4.8,1.2,6.0,.105,1.7,-1.1,0.5,1.8,Forward,vinceja01
Ray Tolbert,1982-83,24,TOT,NBA,11.5,73,2,1107,9.8,.010,.328,7.0,15.9,5.9,1.1,2.2,18.8,15.8,94,103,-0.3,1.3,1.1,.047,-3.5,0.4,-3.1,-0.3,Forward,tolbera01
Ben Poquette,1982-83,27,UTA,NBA,11.4,75,50,2331,13.4,.007,.317,7.0,15.6,9.6,1.2,2.5,11.2,15.0,108,104,2.5,2.5,5.0,.103,-0.8,1.4,0.6,1.6,Forward,poquebe01
James Worthy,1982-83,21,LAL,NBA,11.2,77,1,1970,17.4,.005,.286,9.2,13.0,8.6,2.1,1.7,17.0,21.0,109,105,3.0,2.1,5.1,.125,1.4,0.0,1.5,1.7,Forward,worthja01
Tom Chambers,1982-83,23,SDC,NBA,11.1,79,79,2665,15.1,.007,.444,8.6,14.0,10.0,1.4,1.3,15.1,22.6,105,110,3.3,1.0,4.3,.077,0.4,-1.2,-0.8,0.8,Forward,chambto01
Russ Schoene,1982-83,22,TOT,NBA,11.1,77,7,1222,10.9,.009,.191,8.4,13.7,6.4,1.0,1.0,14.7,17.8,101,106,0.6,1.1,1.7,.066,-1.9,-1.1,-3.0,-0.3,Forward,schoeru01
Terry Tyler,1982-83,26,DET,NBA,11.0,82,56,2543,15.1,.017,.223,7.2,15.0,8.3,1.8,3.3,11.0,16.5,107,103,2.8,3.1,5.8,.110,-0.4,1.8,1.3,2.1,Forward,tylerte01
Danny Vranes,1982-83,24,SEA,NBA,11.0,82,73,2054,10.6,.002,.487,9.6,12.3,7.3,1.2,1.3,16.4,12.1,108,104,1.9,2.3,4.2,.099,-0.5,1.5,1.1,1.6,Forward,vraneda01
Alvin Scott,1982-83,27,PHO,NBA,10.9,81,9,1139,11.8,.008,.425,6.1,15.2,10.8,2.0,1.5,17.2,13.3,106,99,0.9,2.0,2.9,.121,-2.0,2.0,0.0,0.6,Forward,scottal01
Marc Iavaroni,1982-83,26,PHI,NBA,10.8,80,77,1612,7.3,.006,.320,8.0,13.3,6.4,0.9,1.5,24.8,13.2,92,103,-0.6,2.1,1.5,.045,-2.7,1.4,-1.3,0.3,Forward,iavarma01
Marques Johnson,1982-83,26,MIL,NBA,10.8,80,80,2853,21.1,.014,.253,7.9,13.5,20.3,1.7,1.1,11.0,25.7,111,102,6.6,4.1,10.7,.180,3.9,0.9,4.8,4.9,Forward,johnsma01
Julius Erving,1982-83,32,PHI,NBA,10.7,72,72,2421,23.1,.006,.372,7.9,13.3,16.5,2.2,3.0,12.6,25.5,115,99,6.8,4.1,10.9,.217,4.0,2.4,6.3,5.1,Forward,ervinju01
Albert King,1982-83,23,NJN,NBA,10.5,79,75,2447,15.6,.019,.185,7.3,13.6,18.2,1.8,1.0,15.6,25.2,101,100,1.7,3.9,5.7,.112,0.2,0.9,1.1,1.9,Forward,kingal01
Mark Olberding,1982-83,26,CHI,NBA,10.5,80,31,1817,11.0,.023,.475,6.4,14.7,9.6,1.2,0.3,19.4,16.7,103,109,1.3,1.0,2.3,.060,-1.5,-0.9,-2.3,-0.1,Forward,olberma01
Bobby Jones,1982-83,31,PHI,NBA,10.4,74,0,1749,16.4,.002,.452,6.4,14.0,10.6,2.3,2.9,16.5,15.0,117,99,3.3,3.1,6.4,.175,1.2,3.3,4.5,2.8,Forward,jonesbo01
Mike Mitchell,1982-83,27,SAS,NBA,10.4,80,79,2803,16.9,.002,.215,7.6,13.1,5.1,0.9,1.0,7.9,22.7,113,108,5.9,1.7,7.6,.131,1.1,-1.9,-0.8,0.9,Forward,mitchmi01
Lonnie Shelton,1982-83,27,SEA,NBA,10.3,82,79,2572,12.7,.007,.204,6.9,13.4,12.5,1.4,1.5,14.7,18.2,102,103,1.6,3.2,4.8,.090,-0.5,1.5,1.0,1.9,Forward,sheltlo01
Charles Davis,1982-83,24,WSB,NBA,10.2,74,10,1161,13.1,.019,.167,7.8,12.5,10.2,1.3,1.1,13.7,23.7,95,101,-0.3,1.8,1.5,.061,-2.3,-0.2,-2.5,-0.1,Forward,davisch02
Alex English,1982-83,29,DEN,NBA,10.2,82,82,2988,24.1,.006,.264,8.9,11.5,19.5,1.7,2.1,11.3,28.9,113,109,8.7,1.6,10.3,.166,5.3,-0.6,4.7,5.0,Forward,englial01
Reggie Johnson,1982-83,25,TOT,NBA,10.1,79,8,1541,10.5,.008,.255,7.6,12.7,6.0,0.8,1.6,15.5,16.9,102,105,0.9,1.5,2.4,.074,-1.8,-0.3,-2.1,-0.1,Forward,johnsre01
Cedric Maxwell,1982-83,27,BOS,NBA,10.1,79,71,2252,14.7,.002,.520,8.9,11.2,10.5,1.3,1.0,16.8,17.0,113,104,4.0,2.5,6.6,.140,1.2,0.7,1.9,2.2,Forward,maxwece01
Greg Ballard,1982-83,28,WSB,NBA,9.9,78,78,2840,16.8,.029,.183,4.7,15.2,14.8,2.3,0.5,10.2,22.4,104,99,2.8,5.1,7.9,.133,0.7,2.0,2.8,3.4,Forward,ballagr01
Mark Aguirre,1982-83,23,DAL,NBA,9.8,81,75,2784,20.5,.048,.371,7.3,12.5,18.2,1.3,0.5,12.4,30.0,108,110,5.9,1.0,6.9,.118,3.6,-2.0,1.7,2.6,Forward,aguirma01
Dominique Wilkins,1982-83,23,ATL,NBA,9.4,82,82,2697,16.6,.009,.276,8.9,9.9,7.7,1.5,1.3,11.6,23.9,104,104,2.9,2.9,5.8,.103,1.0,-0.3,0.7,1.8,Forward,wilkido01
Eddie Johnson,1982-83,23,KCK,NBA,9.2,82,82,2933,15.9,.052,.231,7.0,11.4,10.4,1.1,0.4,10.7,22.2,110,107,5.3,2.1,7.4,.121,1.7,-1.0,0.8,2.1,Forward,johnsed03
Rod Higgins,1982-83,23,CHI,NBA,8.9,82,42,2196,12.7,.059,.378,7.7,10.1,10.7,1.4,1.6,13.5,16.6,108,109,2.7,1.2,3.8,.083,0.0,-0.1,-0.1,1.1,Forward,higgiro01
Wally Walker,1982-83,28,HOU,NBA,8.9,82,59,2251,10.1,.005,.144,6.1,12.0,12.9,0.8,0.5,14.4,17.8,94,111,-0.5,0.7,0.1,.002,-2.3,-0.9,-3.2,-0.7,Forward,walkewa01
Scott Wedman,1982-83,30,TOT,NBA,8.8,75,35,1793,12.7,.041,.136,6.0,11.7,10.2,1.1,0.5,13.1,22.1,100,107,0.9,1.3,2.2,.058,-0.6,-1.0,-1.6,0.2,Forward,wedmasc01
Rudy Macklin,1982-83,24,ATL,NBA,8.6,73,20,1171,10.9,.011,.364,7.7,9.5,8.6,1.7,0.5,17.6,18.0,100,105,0.5,1.2,1.8,.073,-1.5,-0.1,-1.6,0.1,Forward,macklru01
M.L. Carr,1982-83,32,BOS,NBA,8.3,77,0,883,9.7,.060,.257,6.2,10.4,10.3,2.5,0.6,18.4,19.1,93,102,-0.4,1.2,0.8,.046,-2.8,0.2,-2.6,-0.1,Forward,carrml01
Louis Orr,1982-83,24,NYK,NBA,8.0,82,14,1666,13.3,.003,.295,6.5,9.6,8.5,1.9,0.9,12.2,19.5,103,101,1.4,2.5,3.8,.111,-1.0,0.8,-0.2,0.8,Forward,orrlo01
Kiki Vandeweghe,1982-83,24,DEN,NBA,7.6,82,79,2909,21.8,.033,.364,4.3,10.9,9.8,1.0,0.7,9.0,24.9,122,111,10.5,0.6,11.0,.182,4.5,-2.8,1.6,2.7,Forward,vandeki01
Jamaal Wilkes,1982-83,29,LAL,NBA,7.4,80,80,2552,17.6,.005,.208,6.6,8.2,9.7,1.2,0.4,9.6,24.1,114,109,6.1,1.3,7.4,.139,2.1,-2.4,-0.3,1.1,Forward,wilkeja01
Junior Bridgeman,1982-83,29,MIL,NBA,7.3,70,5,1855,16.1,.015,.229,2.7,11.4,17.1,1.0,0.3,11.5,23.7,107,104,2.7,2.1,4.8,.125,0.4,-1.2,-0.8,0.6,Forward,bridgju01
Joe Bryant,1982-83,28,HOU,NBA,7.2,81,56,2055,10.4,.047,.215,4.3,10.5,13.3,1.9,0.8,17.4,19.8,92,109,-1.2,1.1,0.0,-.001,-2.5,-0.4,-2.9,-0.5,Forward,bryanjo01
Marty Byrnes,1982-83,26,IND,NBA,7.2,80,12,1436,9.6,.070,.254,5.4,9.2,15.1,1.3,0.2,14.9,13.4,103,112,0.8,0.2,1.0,.034,-1.7,-1.6,-3.3,-0.5,Forward,byrnema01
Terry Teagle,1982-83,22,HOU,NBA,6.1,73,44,1708,10.3,.037,.161,4.4,8.0,13.5,1.5,0.6,14.2,22.7,91,110,-1.4,0.6,-0.8,-.022,-2.7,-1.8,-4.5,-1.1,Forward,teaglte01
Dennis Rodman,1994-95,33,SAS,NBA,29.7,49,26,1568,16.6,.008,.463,20.8,37.8,8.5,1.0,1.0,25.3,10.9,120,100,2.6,3.2,5.8,.178,0.7,3.1,3.8,2.3,Forward,rodmade01
Jayson Williams,1994-95,26,NJN,NBA,23.7,75,6,982,16.2,.015,.378,19.9,27.5,6.1,1.4,2.3,13.5,19.5,104,104,0.5,1.6,2.1,.102,-2.3,-0.1,-2.5,-0.1,Forward,willija01
Tyrone Hill,1994-95,26,CLE,NBA,19.9,70,67,2397,16.8,.001,.572,13.6,26.7,4.2,1.3,1.4,14.8,20.4,109,102,2.7,4.2,6.9,.138,-1.5,0.4,-1.1,0.5,Forward,hillty01
Shawn Kemp,1994-95,25,SEA,NBA,19.8,82,79,2679,21.7,.007,.587,14.4,25.0,8.8,1.9,3.5,17.1,24.4,115,102,5.9,4.7,10.6,.190,1.4,1.8,3.1,3.5,Forward,kempsh01
Popeye Jones,1994-95,24,DAL,NBA,19.1,80,80,2385,13.8,.014,.148,14.1,24.7,10.5,0.7,0.8,12.2,17.6,105,109,1.5,2.2,3.6,.073,-1.5,0.3,-1.2,0.5,Forward,jonespo01
Dale Davis,1994-95,25,IND,NBA,17.9,74,70,2346,16.1,.002,.450,13.6,22.1,4.0,1.6,3.8,15.2,15.9,111,102,2.6,4.3,6.8,.140,-0.4,2.6,2.3,2.5,Forward,davisda01
Karl Malone,1994-95,31,UTA,NBA,17.4,82,82,3126,25.1,.026,.449,6.6,27.2,16.4,2.1,2.2,11.3,30.3,115,101,8.1,5.8,13.8,.212,3.2,2.6,5.8,6.1,Forward,malonka01
Michael Cage,1994-95,33,CLE,NBA,17.3,82,21,2040,13.5,.006,.259,12.1,22.8,4.5,1.7,2.6,12.9,10.2,115,102,2.1,3.7,5.8,.137,-2.0,3.1,1.1,1.6,Forward,cagemi01
Terry Cummings,1994-95,33,SAS,NBA,16.8,76,20,1273,13.3,.000,.265,12.9,20.4,7.3,1.4,1.0,15.5,21.2,100,104,0.1,1.9,2.0,.076,-2.7,0.1,-2.6,-0.2,Forward,cummite01
Michael Smith,1994-95,22,SAC,NBA,16.3,82,0,1736,13.5,.005,.645,11.9,20.6,6.1,1.8,2.1,16.9,16.1,105,103,0.9,2.8,3.7,.101,-1.9,1.8,-0.1,0.8,Forward,smithmi02
Adam Keefe,1994-95,24,UTA,NBA,16.1,75,0,1270,15.1,.000,.581,14.0,18.0,3.5,1.5,1.6,14.2,15.6,120,106,2.4,1.7,4.1,.154,0.6,0.2,0.8,0.9,Forward,keefead01
Derek Strong,1994-95,26,BOS,NBA,16.1,70,24,1344,12.5,.021,.523,11.5,20.8,4.7,0.9,0.7,16.3,15.6,110,110,1.4,1.1,2.4,.086,-1.9,-0.9,-2.7,-0.2,Forward,stronde01
Scott Williams,1994-95,26,PHI,NBA,15.9,77,43,1781,12.6,.016,.247,11.2,20.6,5.3,2.1,1.7,14.9,14.2,106,107,0.9,2.2,3.1,.084,-2.1,1.1,-1.1,0.4,Forward,willisc01
Anthony Avent,1994-95,25,ORL,NBA,15.7,71,3,1066,9.8,.000,.307,10.7,20.4,5.0,1.3,3.2,16.1,13.3,100,105,0.1,1.5,1.5,.069,-3.7,1.1,-2.7,-0.2,Forward,aventan01
Buck Williams,1994-95,34,POR,NBA,15.6,82,82,2422,13.6,.003,.339,11.2,20.4,4.7,1.4,2.1,14.6,14.2,112,105,2.5,3.6,6.1,.121,-1.3,1.8,0.6,1.6,Forward,willibu01
Lorenzo Williams,1994-95,25,DAL,NBA,15.6,82,81,2383,10.3,.000,.332,12.5,19.1,6.9,1.1,4.3,23.2,7.9,103,108,0.5,2.7,3.1,.063,-2.4,3.9,1.5,2.1,Forward,willilo01
Anthony Mason,1994-95,28,NYK,NBA,15.3,77,11,2496,14.9,.002,.588,8.9,21.2,15.0,1.5,0.6,16.2,14.0,119,102,4.2,4.4,8.6,.166,0.2,3.0,3.3,3.3,Forward,masonan01
Loy Vaught,1994-95,26,LAC,NBA,15.3,80,79,2966,17.1,.028,.209,9.7,21.7,8.3,1.8,0.7,11.4,21.4,108,110,3.0,2.5,5.5,.089,0.0,-0.1,-0.1,1.4,Forward,vaughlo01
Brian Grant,1994-95,22,SAC,NBA,15.2,80,59,2289,16.5,.005,.449,10.7,19.5,7.4,1.1,3.8,14.4,22.0,106,104,1.9,3.4,5.3,.112,-1.4,1.6,0.2,1.3,Forward,grantbr01
Horace Grant,1994-95,29,ORL,NBA,15.2,74,74,2693,16.9,.011,.298,9.8,20.3,8.9,1.4,2.2,9.6,14.1,126,106,6.0,3.5,9.5,.169,1.6,1.9,3.5,3.7,Forward,grantho01
Otis Thorpe,1994-95,32,TOT,NBA,15.2,70,35,2096,16.4,.010,.413,11.1,19.2,8.6,1.0,1.0,14.1,19.5,113,107,3.2,2.4,5.6,.129,0.0,0.1,0.0,1.1,Forward,thorpot01
Vin Baker,1994-95,23,MIL,NBA,15.1,82,82,3361,16.6,.020,.352,10.0,20.6,15.1,1.3,2.6,13.5,21.6,106,109,2.7,3.1,5.8,.083,-0.1,1.7,1.6,3.1,Forward,bakervi01
A.C. Green,1994-95,31,PHO,NBA,14.3,82,52,2687,14.2,.206,.556,8.3,20.4,6.5,1.0,0.8,12.9,14.2,120,110,4.6,2.1,6.7,.120,0.6,0.2,0.7,1.9,Forward,greenac01
J.R. Reid,1994-95,26,SAS,NBA,14.2,81,37,1566,12.7,.005,.588,9.1,18.8,5.1,1.9,1.4,18.5,17.2,105,103,0.9,2.5,3.5,.106,-2.2,1.3,-1.0,0.4,Forward,reidjr01
Tom Hammonds,1994-95,27,DEN,NBA,13.9,70,5,956,14.7,.004,.681,7.1,20.4,6.0,0.6,1.1,14.2,18.6,116,109,1.7,0.9,2.6,.129,-1.7,-1.7,-3.5,-0.4,Forward,hammoto01
